1,Gate_A,Gate_A,-1.10154958,37.01418263,Gate
2,ATM,ATM,-1.10156567,37.01401096,Commercial
3,BANK,BANK,-1.10022481,37.01491755,Commercial
4,POND,POND,-1.09225273,37.01071322,Water_body
5,SWIMMING_POOL,SWIMMING_POOL,-1.09210255,37.01512277,Water_body
6,MAIN_MESS,MAIN_MESS,-1.09543861,37.01544464,Cafe‚
7,SMOKING_ZONE,SMOKING_ZONE,-1.09512753,37.01782644,Smoking
8,LIBRARY,LIBRARY,-1.0969082,37.01534808,Library
9,NSC_CAFETERIA,NSC_CAFETERIA,-1.09876394,37.01317012,Cafe‚
10,LT1,LT1,-1.09897513,37.01353423,Lecture_theater
11,LT2,LT2,-1.09898183,37.01340012,Lecture_theater
12,GATE_B,GATE_B,-1.09514765,37.01856539,Gate
13,GATE_D,GATE_D,-1.09120552,37.01857612,Gate
14,GATE_C,GATE_C,-1.09934051,37.01240569,Gate
15,DAM,DAM,-1.09293121,37.01831192,Water_body
16,NETBALL_PITCH,NETBALL_PITCH,-1.0930492,37.01679379,Field
17,SUBSTATION,SUBSTATION,-1.08167466,37.00988576,Power
18,JKUAT_HOSPITAL,JKUAT_HOSPITAL,-1.09660516,37.01288849,Hospital
19,JKUAT_PHARMACY,JKUAT_PHARMACY,-1.0964228,37.0127973,Hospital
20,ITROMID,ITROMID,-1.09676606,37.01208919,Department
21,NSC,NSC,-1.09868081,37.01315671,Building
22,COHES,COHES,-1.09963014,37.01317281,Building
23,KCB_ATM,KCB_ATM,-1.09690015,37.0151791,Commercial
24,PESAPPOINT_ATM,PESAPPOINT_ATM,-1.09690015,37.0151791,Commercial
25,PAVILION,PAVILION,-1.0961781,37.01541446,Building
26,GRADUATION_SQUARE,GRADUATION_SQUARE,-1.09626659,37.01542117,Square
27,STAFF_CANTEEN,STAFF_CANTEEN,-1.09588043,37.01547615,Cafe
28,SERENA_CAFETERIA,SERENA_CAFETERIA,-1.09569137,37.01530449,Cafe
29,HALL6_MESS,HALL6_MESS,-1.09469913,37.01753743,Cafe
30,MOSQUE,MOSQUE,-1.09520597,37.01588787,Worship
31,NAIRET,NAIRET,-1.09897513,37.01353423,Worship
32,SDA,SDA,-1.09898183,37.01340012,Worship
33,HALL3,HALL3,-1.09549828,37.01640822,Hostel
34,HALL1,HALL1,-1.09517648,37.01684274,Hostel
35,HALL2,HALL2,-1.09522475,37.01749988,Hostel
36,HALL4,HALL4,-1.09552242,37.01706804,Hostel
37,HALL5,HALL5,-1.09548755,37.01772518,Hostel
38,HALL6,HALL6,-1.0947883,37.01829985,Hostel
39,SUMITOMO,SUMITOMO,-1.09621229,37.01682463,Hostel
40,KIONGO,KIONGO,-1.09422514,37.01956853,Hostel
41,Studez,Studez,-1.0944035,37.0164049,Printing_Gambling
42,Jkuat_chapex,Jkuat_chapex,-1.0951396,37.0142806,Printing_chapex
43,CLB,CLB,-1.09520799,37.01411694,lecture_building
44,SCC_100,SCC_100,-1.09470382,37.01463729,Lecture_Hall
45,BEED,BEED,-1.09381215,37.0143285,beed
46,COHRED,COHRED,-1.09514362,37.01474324,college_business
47,HALL_7,HALL_7,-1.09466896,37.01707877,Departments
48,TUCK_SHOP,TUCK_SHOP,-1.09450672,37.01762863,printing_shops
49,GROCERY_SHOP,GROCERY_SHOP,-1.09444906,37.01758571,grocery_shop
50,JKUAT_DAM,JKUAT_DAM,-1.09301434,37.01834746,dam
51,AICAD_PITCH,AICAD_PITCH,-1.09188265,37.0165316,aicad_ pitch.
52,HANDBALL_PITCH,HANDBALL_PITCH,-1.09260672,37.01557808,handball_pitch
53,HOCKEY_PITCH,HOCKEY_PITCH,-1.09076706,37.01724105,hockey_pitch
54,MAIN_FOOTBALL PITCH,MAIN_FOOTBALL PITCH,-1.08999472,37.01591067,main_pitch
55,RUGBY_PITCH,RUGBY_PITCH,-1.0908046,37.01462321,rugy_pitch
56,GOK_LABS,GOK_LABS,-1.09220446,37.01253645,Gok_lab
57,MIXED_FARM,MIXED_FARM,-1.09078315,37.01159768,Mixed_farm
58,,,,,
